id,oracion_id,oracion_original,oracion_limpia,oracion_sinStopWords,presidente,vicepresidente,lista,Partido
VA2,116,"Usted lo acaba de decir, la WAF se va a encargar, en este caso, a hacer un análisis profundo de todos los funcionarios públicos, todo redunde simplemente al área de contratación de todos los ministerios.",usted lo acaba de decir la waf se va a encargar en este caso a hacer un analisis profundo de todos los funcionarios publicos todo redunde simplemente al area de contratacion de todos los ministerios,usted acaba decir waf va encargar caso hacer analisis profundo funcionarios publicos redunde simplemente area contratacion ministerios,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,117,"Será que es el lugar donde vamos a poner los controles que tengamos que poner para que entre gallos y media noche dentro del portal de compras públicas a las 11.59 de la noche resulta que gana una empresa cuando durante todo un proceso transparente ha sido dirigido a otra equis empresa y que sean en esos minutos o en esa mesa chica por no decir otra cosa, donde se juegue con los dinero del Estado y se beneficie tan solo a ex persona y se deje de lado el interés del país.",sera que es el lugar donde vamos a poner los controles que tengamos que poner para que entre gallos y media noche dentro del portal de compras publicas a las de la noche resulta que gana una empresa cuando durante todo un proceso transparente ha sido dirigido a otra equis empresa y que sean en esos minutos o en esa mesa chica por no decir otra cosa donde se juegue con los dinero del estado y se beneficie tan solo a ex persona y se deje de lado el interes del pais,sera lugar vamos poner controles poner gallos media noche dentro portal compras publicas noche resulta gana empresa proceso transparente sido dirigido equis empresa minutos mesa chica decir cosa juegue dinero beneficie tan solo ex persona deje lado interes pais,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,118,"Me parece un voto como general, que no son propuestas que de una de otra forma hay otras adiatas que han propuesto a mayor control de la WAF, a mayor control de las compras públicas, pero como va a haber la institución, va a haber un equipo donde la adoptas del legado, cuánto de idero.",me parece un voto como general que no son propuestas que de una de otra forma hay otras adiatas que han propuesto a mayor control de la waf a mayor control de las compras publicas pero como va a haber la institucion va a haber un equipo donde la adoptas del legado cuanto de idero,parece voto general propuestas forma adiatas propuesto mayor control waf mayor control compras publicas va haber institucion va haber equipo adoptas legado cuanto idero,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,119,"Como le digo, dentro de la investigación, que es lo que a mí me da esta capacidad para tener otra visión de cómo se debe ser los controles en ciertas instituciones del Estado, vamos a designar a personas responsables para que estén pendientes justamente de esa contratación pública.",como le digo dentro de la investigacion que es lo que a mi me da esta capacidad para tener otra vision de como se debe ser los controles en ciertas instituciones del estado vamos a designar a personas responsables para que esten pendientes justamente de esa contratacion publica,digo dentro investigacion da capacidad tener vision debe ser controles ciertas instituciones vamos designar personas responsables esten pendientes justamente contratacion publica,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,120,"Ha sido mediático y público los escándalos de los últimos gobiernos, esas contrataciones, el mal manejo de los sectores estratégicos, usted lo está diciendo, exactamente.",ha sido mediatico y publico los escandalos de los ultimos gobiernos esas contrataciones el mal manejo de los sectores estrategicos usted lo esta diciendo exactamente,sido mediatico publico escandalos ultimos gobiernos contrataciones mal manejo sectores estrategicos usted diciendo exactamente,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,121,Entonces vamos a blindar en este caso todos esos mecanismos que han sido utilizados a su antojo por personas particulares para beneficiar particularmente a otras personas y volviendo a su pregunta.,entonces vamos a blindar en este caso todos esos mecanismos que han sido utilizados a su antojo por personas particulares para beneficiar particularmente a otras personas y volviendo a su pregunta,entonces vamos blindar caso mecanismos sido utilizados antojo personas particulares beneficiar particularmente personas volviendo pregunta,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,122,"Sí, tengo una propuesta importante en donde vamos a blindar al seguro social.",si tengo una propuesta importante en donde vamos a blindar al seguro social,si propuesta importante vamos blindar seguro social,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,123,El Estado ya no va a poder meterle la mano a los dineros de los afiliados.,el estado ya no va a poder meterle la mano a los dineros de los afiliados,va poder meterle mano dineros afiliados,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,124,"Se volverá, será historia, que el seguro social sea caja chica para los gobiernos.",se volvera sera historia que el seguro social sea caja chica para los gobiernos,volvera sera historia seguro social caja chica gobiernos,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,125,"Y eso es un tema que lo vamos a plantear y habrá que recurrir a los mecanismos necesarios a través de la Asamblea, a través del cambio de la Constitución, pero nunca más el Estado va a volver a meterle la mano a los dineros de los afiliados.",y eso es un tema que lo vamos a plantear y habra que recurrir a los mecanismos necesarios a traves de la asamblea a traves del cambio de la constitucion pero nunca mas el estado va a volver a meterle la mano a los dineros de los afiliados,tema vamos plantear habra recurrir mecanismos necesarios traves asamblea traves cambio constitucion nunca mas va volver meterle mano dineros afiliados,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,126,"Ahora, si podemos ahora entrar a la materia de seguridad, que es su fuerte, es que no mencionaba que tiene, además ya la experiencia, tiene que haber los lineamientos que se van a seguir, pero al ser un campo muy amplio, protege seguridad, ahorita me robo en la casa, si querías, etcétera, ¿cuáles son las primeras gínes que usted va a actuar?",ahora si podemos ahora entrar a la materia de seguridad que es su fuerte es que no mencionaba que tiene ademas ya la experiencia tiene que haber los lineamientos que se van a seguir pero al ser un campo muy amplio protege seguridad ahorita me robo en la casa si querias etcetera cuales son las primeras gines que usted va a actuar,ahora si podemos ahora entrar materia seguridad fuerte mencionaba ademas experiencia haber lineamientos van seguir ser campo amplio protege seguridad ahorita robo casa si querias etcetera cuales primeras gines usted va actuar,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,127,"O sea, por dónde van a iniciar los planes de trabajo para la seguridad, esto nos ha hablado.",o sea por donde van a iniciar los planes de trabajo para la seguridad esto nos ha hablado,van iniciar planes trabajo seguridad hablado,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,128,¿Y cómo van a tomar medidas que nunca antes se han tomado?,y como van a tomar medidas que nunca antes se han tomado,van tomar medidas nunca tomado,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,129,"Lo primero, en teoría llamemos así, fortalecer a la Policía Nacional, con todos los recursos logísticos que necesitan, dotarle de todo el equipamiento, tecnología, pero más allá de eso, que la Policía Nacional tenga la certeza que hay un gobierno que lo respalda.",lo primero en teoria llamemos asi fortalecer a la policia nacional con todos los recursos logisticos que necesitan dotarle de todo el equipamiento tecnologia pero mas alla de eso que la policia nacional tenga la certeza que hay un gobierno que lo respalda,primero teoria llamemos asi fortalecer policia nacional recursos logisticos necesitan dotarle equipamiento tecnologia mas alla policia nacional certeza gobierno respalda,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,130,"Vamos a eliminar inmediatamente, buscaré la forma de eliminar ese uso progresivo de la fuerza, que es una alcahuetería para los delincuentes.",vamos a eliminar inmediatamente buscare la forma de eliminar ese uso progresivo de la fuerza que es una alcahueteria para los delincuentes,vamos eliminar inmediatamente buscare forma eliminar uso progresivo fuerza alcahueteria delincuentes,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,131,"Mientras el policía se pone a dialogar con ese uso progresivo de la fuerza, el policía ya está con una bala en el cerebro.",mientras el policia se pone a dialogar con ese uso progresivo de la fuerza el policia ya esta con una bala en el cerebro,mientras policia pone dialogar uso progresivo fuerza policia bala cerebro,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,132,"Una bala vieja, 400 metros por segundo, y el policía no puede estar dialogando y socializando ese uso progresivo de la fuerza.",una bala vieja metros por segundo y el policia no puede estar dialogando y socializando ese uso progresivo de la fuerza,bala vieja metros segundo policia puede dialogando socializando uso progresivo fuerza,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,133,"El policía sabe, mi gobierno, el policía va a tener la certeza de que tiene todo el respaldo y que no va a tener temor de levantar su arma y disparar ante cualquier delincuente que ponga en riesgo la vida de un ciudadano.",el policia sabe mi gobierno el policia va a tener la certeza de que tiene todo el respaldo y que no va a tener temor de levantar su arma y disparar ante cualquier delincuente que ponga en riesgo la vida de un ciudadano,policia sabe gobierno policia va tener certeza respaldo va tener temor levantar arma disparar cualquier delincuente ponga riesgo vida ciudadano,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,134,"Ese policía tiene que tener, es obligación del Estado, defender la vida de los ciudadanos de bien, incluso sobre la vida del delincuente.",ese policia tiene que tener es obligacion del estado defender la vida de los ciudadanos de bien incluso sobre la vida del delincuente,policia tener obligacion defender vida ciudadanos bien incluso vida delincuente,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,135,"Entonces vamos a hacer todo lo necesario para que a través de la Asamblea, a través de los mecanismos legales, tener ese respaldo para que el policía.",entonces vamos a hacer todo lo necesario para que a traves de la asamblea a traves de los mecanismos legales tener ese respaldo para que el policia,entonces vamos hacer necesario traves asamblea traves mecanismos legales tener respaldo policia,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,136,"Mi discurso es muy derructivo en el sentido de que yo sostengo que los delincuentes tienen que ir a las cárceles y los criminales, asesinos, violadores, y ahora creo yo que hasta secuestradores vayan al cementerio.",mi discurso es muy derructivo en el sentido de que yo sostengo que los delincuentes tienen que ir a las carceles y los criminales asesinos violadores y ahora creo yo que hasta secuestradores vayan al cementerio,discurso derructivo sostengo delincuentes ir carceles criminales asesinos violadores ahora creo secuestradores vayan cementerio,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,137,Creo que esas personas no se merecen ni la mínima consideración se lee implacable con ese tipo de delitos.,creo que esas personas no se merecen ni la minima consideracion se lee implacable con ese tipo de delitos,creo personas merecen minima consideracion lee implacable tipo delitos,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,138,"Voy a proponer una reunión a nivel de los mandatarios del Estado, porque tenemos organismos internacionales a los cuales estamos acritos y yo no voy a ser insensato en exponer al país, en una crítica o un cuestionamiento internacional que traiga sanciones internacionales, sanciones diplomáticas, para proponer que nos permitan analizar la posibilidad de aplicar la pena de muerte en el Ecuador.",voy a proponer una reunion a nivel de los mandatarios del estado porque tenemos organismos internacionales a los cuales estamos acritos y yo no voy a ser insensato en exponer al pais en una critica o un cuestionamiento internacional que traiga sanciones internacionales sanciones diplomaticas para proponer que nos permitan analizar la posibilidad de aplicar la pena de muerte en el ecuador,voy proponer reunion nivel mandatarios organismos internacionales cuales acritos voy ser insensato exponer pais critica cuestionamiento internacional traiga sanciones internacionales sanciones diplomaticas proponer permitan analizar posibilidad aplicar pena muerte ecuador,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,139,Yo estoy convencido de que esas personas no se merecen el más mínimo derecho y esa es parte de mi discurso de derructivo.,yo estoy convencido de que esas personas no se merecen el mas minimo derecho y esa es parte de mi discurso de derructivo,convencido personas merecen mas minimo derecho parte discurso derructivo,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,140,¿Qué tiene que controlar que no hay en excesos?,que tiene que controlar que no hay en excesos,controlar excesos,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,141,"A ver, en este caso estoy planteando la solución en base a la norma, no a la excepción.",a ver en este caso estoy planteando la solucion en base a la norma no a la excepcion,ver caso planteando solucion base norma excepcion,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,142,Es como que yo le digo a usted que porque hay el divorcio la gente no se case.,es como que yo le digo a usted que porque hay el divorcio la gente no se case,digo usted divorcio gente case,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,143,"Si hay excesos habrá que investigarlos, pero lo importante es que los delincuentes tienen que saber que delincuente armado en la calle no se mantiene a levantar el arma.",si hay excesos habra que investigarlos pero lo importante es que los delincuentes tienen que saber que delincuente armado en la calle no se mantiene a levantar el arma,si excesos habra investigarlos importante delincuentes saber delincuente armado calle mantiene levantar arma,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,144,"En contra de un ciudadano, lo que le espera es la reacción inmediata de la policía y lo más seguro del cementerio.",en contra de un ciudadano lo que le espera es la reaccion inmediata de la policia y lo mas seguro del cementerio,ciudadano espera reaccion inmediata policia mas seguro cementerio,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,145,Hay otras cosas que tienen que ir de la mano.,hay otras cosas que tienen que ir de la mano,cosas ir mano,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,146,"Todo lo que genera la delincuencia, porque una cosa es la delincuencia criminal, otra es la delincuencia común.",todo lo que genera la delincuencia porque una cosa es la delincuencia criminal otra es la delincuencia comun,genera delincuencia cosa delincuencia criminal delincuencia comun,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,147,Indicutiblemente que habrá que hacer un plan social para las personas que todavía es cómo recuperarlas y hacer que vuelvan a hacer personas de bien.,indicutiblemente que habra que hacer un plan social para las personas que todavia es como recuperarlas y hacer que vuelvan a hacer personas de bien,indicutiblemente habra hacer plan social personas todavia recuperarlas hacer vuelvan hacer personas bien,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,148,Se les brinde todas las facilidades.,se les brinde todas las facilidades,brinde todas facilidades,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,149,"Una cosa es la persona que le roba usted el celular, la persona que le da el motor de su carro.",una cosa es la persona que le roba usted el celular la persona que le da el motor de su carro,cosa persona roba usted celular persona da motor carro,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,150,Otra cosa es la persona que viene que no tiene la misma información que por robarle a usted le pega un tiro y deja de una familia huérfana.,otra cosa es la persona que viene que no tiene la misma informacion que por robarle a usted le pega un tiro y deja de una familia huerfana,cosa persona viene misma informacion robarle usted pega tiro deja familia huerfana,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,151,"Ante esas personas, mi posición va a ser muy disruptiva.",ante esas personas mi posicion va a ser muy disruptiva,personas posicion va ser disruptiva,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,152,El tema de la migración es un tema sumamente importante.,el tema de la migracion es un tema sumamente importante,tema migracion tema sumamente importante,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,153,Yo voy a hacer exactamente lo que hacen con cualquier ecuatoriano en otro país del mundo.,yo voy a hacer exactamente lo que hacen con cualquier ecuatoriano en otro pais del mundo,voy hacer exactamente hacen cualquier ecuatoriano pais mundo,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,154,"Lo deportan, lo sacan del país, le exigen que regolguese su estatus migratorio.",lo deportan lo sacan del pais le exigen que regolguese su estatus migratorio,deportan sacan pais exigen regolguese estatus migratorio,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,155,Voy a analizar muy detenidamente el tema migratorio que todo extranjero cumpla con las leyes migratorias de pegorizar su país aquí.,voy a analizar muy detenidamente el tema migratorio que todo extranjero cumpla con las leyes migratorias de pegorizar su pais aqui,voy analizar detenidamente tema migratorio extranjero cumpla leyes migratorias pegorizar pais aqui,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,156,¿Cómo puedo yo exigir a los ecuatorianos que cumplan ley si permito que venga otra persona a incumplirla?,como puedo yo exigir a los ecuatorianos que cumplan ley si permito que venga otra persona a incumplirla,puedo exigir ecuatorianos cumplan ley si permito venga persona incumplirla,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,157,Entonces hay que ponerla acá en orden y esa es otra de la situación.,entonces hay que ponerla aca en orden y esa es otra de la situacion,entonces ponerla aca orden situacion,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,158,El tema social es un momento importante.,el tema social es un momento importante,tema social momento importante,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,159,Conozco que hay muchos niños que lamentablemente por no haber ido a las escuelas son presas fáciles de las organizaciones delictivas.,conozco que hay muchos ninos que lamentablemente por no haber ido a las escuelas son presas faciles de las organizaciones delictivas,conozco ninos lamentablemente haber ido escuelas presas faciles organizaciones delictivas,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,160,"No va a haber un niño, un joven, un adolescente en ningún lugar del país que no tenga acceso a la educación.",no va a haber un nino un joven un adolescente en ningun lugar del pais que no tenga acceso a la educacion,va haber nino joven adolescente ningun lugar pais acceso educacion,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,161,Entonces les vamos a dar todas las posibilidades todas las facilidades para que puedan estudiar y a los jóvenes darle toda la posibilidad para que accedan a una posibilidad de un trabajo.,entonces les vamos a dar todas las posibilidades todas las facilidades para que puedan estudiar y a los jovenes darle toda la posibilidad para que accedan a una posibilidad de un trabajo,entonces vamos dar todas posibilidades todas facilidades puedan estudiar jovenes darle toda posibilidad accedan posibilidad trabajo,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,162,"Estamos en un era tecnológico, estamos en un era digital en donde también vamos a planer sobre la mesa la posibilidad que los jóvenes tengan acceso a muchas otras maneras de poder ganarse la vida de manera legal de manera tecnológica.",estamos en un era tecnologico estamos en un era digital en donde tambien vamos a planer sobre la mesa la posibilidad que los jovenes tengan acceso a muchas otras maneras de poder ganarse la vida de manera legal de manera tecnologica,tecnologico digital tambien vamos planer mesa posibilidad jovenes acceso muchas maneras poder ganarse vida manera legal manera tecnologica,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,163,"En tema de seguridad, insisto, mi posición es esa delincuente a las cárceles, violadores, asesinos y secuestradores al cementerio.",en tema de seguridad insisto mi posicion es esa delincuente a las carceles violadores asesinos y secuestradores al cementerio,tema seguridad insisto posicion delincuente carceles violadores asesinos secuestradores cementerio,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,164,"Resombando el tema de seguridad hace dos días, una granada en la penitenciaría delitoral, ayer hubo una balacera, se confirmaron y heridos.",resombando el tema de seguridad hace dos dias una granada en la penitenciaria delitoral ayer hubo una balacera se confirmaron y heridos,resombando tema seguridad hace dos dias granada penitenciaria delitoral ayer balacera confirmaron heridos,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,165,Uen la ley de su flanque y se proponen más cárceles.,uen la ley de su flanque y se proponen mas carceles,uen ley flanque proponen mas carceles,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,166,"Hay un foco de la línea que se está haciendo, y se está haciendo por el que se sienta.",hay un foco de la linea que se esta haciendo y se esta haciendo por el que se sienta,foco linea haciendo haciendo sienta,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,167,¿Por qué lo fuerzan a hacerles que ya están?,por que lo fuerzan a hacerles que ya estan,fuerzan hacerles estan,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,168,El SNI creo que es una institución que ha dado más problemas que resultados.,el sni creo que es una institucion que ha dado mas problemas que resultados,sni creo institucion dado mas problemas resultados,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,169,"Pero respondiendo a su pregunta, ¿por qué hay más cárceles?",pero respondiendo a su pregunta por que hay mas carceles,respondiendo pregunta mas carceles,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,170,¿Por qué hay un asignamiento terrible de presos?,por que hay un asignamiento terrible de presos,asignamiento terrible presos,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,171,¿Cómo se puede iniciar un regimen de rehabilitación social de los que se ha hecho el SNI?,como se puede iniciar un regimen de rehabilitacion social de los que se ha hecho el sni,puede iniciar regimen rehabilitacion social hecho sni,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,172,¿Por qué hay más cárceles para poder rubicarlos a todos los presos?,por que hay mas carceles para poder rubicarlos a todos los presos,mas carceles poder rubicarlos presos,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,173,"Por algo, existen cárceles de mínima, mediana y máxima seguridad.",por algo existen carceles de minima mediana y maxima seguridad,existen carceles minima mediana maxima seguridad,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,174,"Contestando puntualmente su pregunta, usted dice que hace poco un amontinamiento.",contestando puntualmente su pregunta usted dice que hace poco un amontinamiento,contestando puntualmente pregunta usted dice hace amontinamiento,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,175,En los últimos años hemos tenido tantos amontinamientos y el error de 700 muertos.,en los ultimos anos hemos tenido tantos amontinamientos y el error de muertos,ultimos anos tantos amontinamientos error muertos,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,176,"En el caso de la policía, la policía ha sido publicada en los casos de militares que han estado inmersos en actos de corrupción.",en el caso de la policia la policia ha sido publicada en los casos de militares que han estado inmersos en actos de corrupcion,caso policia policia sido publicada casos militares inmersos actos corrupcion,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,177,"Tomar inmediatamente control de las cárceles, señorita.",tomar inmediatamente control de las carceles senorita,tomar inmediatamente control carceles senorita,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,178,Tomar inmediatamente control de las cárceles.,tomar inmediatamente control de las carceles,tomar inmediatamente control carceles,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,179,"En el estado, mientras no tome control de las cárceles, todo lo que haga en temas de seguridad va a caer en un saco roto.",en el estado mientras no tome control de las carceles todo lo que haga en temas de seguridad va a caer en un saco roto,mientras tome control carceles haga temas seguridad va caer saco roto,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,180,Porque desde las cárceles se sigue ordenando el micro tráfico.,porque desde las carceles se sigue ordenando el micro trafico,carceles sigue ordenando micro trafico,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,181,"Y en las cárceles, es ordenado los centros penitenciarios.",y en las carceles es ordenado los centros penitenciarios,carceles ordenado centros penitenciarios,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,182,"Y es tan sencillo como esto, hacer el operativo y la incursión que la fuerza del estado debe imponer.",y es tan sencillo como esto hacer el operativo y la incursion que la fuerza del estado debe imponer,tan sencillo hacer operativo incursion fuerza debe imponer,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,183,"Bueno, el SNI puede contendar, pero tiene que cumplir con su trabajo.",bueno el sni puede contendar pero tiene que cumplir con su trabajo,bueno sni puede contendar cumplir trabajo,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,184,"Pero lo primero que tiene que hacer es el SNI y no sería un SNI, el gobierno.",pero lo primero que tiene que hacer es el sni y no seria un sni el gobierno,primero hacer sni seria sni gobierno,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
VA2,185,El presidente es garantizar a la ciudadanía que va a tomar el control de los centros penitenciarios.,el presidente es garantizar a la ciudadania que va a tomar el control de los centros penitenciarios,presidente garantizar ciudadania va tomar control centros penitenciarios,VICTOR ARAUS,CRISTINA CARRERA,4.0,"MOVIMIENTO PUEBLO IGUALDAD DEMOCRACIA ""PID"""
