ID;Oracion_ID;Oracion;Temas Clave
6;996;deporte ecuador enfrentar alarmant nivel sedentarismo apenas población realizar menos hora medio actividad físico semana según ministerio deporte;deporte
6;997;falta actividad relacionado varios problema salud público aumento enfermedad transmisibl incluir obesidad diabet enfermedad cardiovascular hipertensión afectar negativamente calidad vida ciudadano;salud, salud pública
6;998;sedentarismo combinado mal uso tiempo libre consumo alcohol tabaco droga agravar situación seguridad público país;seguridad
6;999;inactividad físico ser alto joven año persona año representar desafío importante;
6;1000;ausencia actividad físico organizado promoción gubernamental fomentar hábito saludable haber impedir desarrollo cultura deporte recreación país;deporte, salud, cultura, desarrollo
6;1001;solo afectar salud población sino formación deportista alto rendimiento base talento ver reducido debido sedentarismo generalizado;salud
6;1002;cultura ecuador enfrentar grande desafío cuanto gestión cultural patrimonial;cultura
6;1003;principal problema identificado ser falta información estructurado actualizado;
6;1004;ausencia indicador estadística sector cultural patrimonial dificulta planificación priorización intervención;cultura
6;1005;centralización recurso cultural área urbano principal quito cuenca guayaquil haber generar disparidad acceso cultura nivel nacional;cultura
6;1006;ciudad concentrar mayoría museo biblioteca archivo histórico repositorio cultural generar desequilibrio acceso cultura región país particularmente zona rural región amazónico haber escaso infraestructura cultural deterioro patrimonio cultural material ser preocupación deber atender él;infraestructura, cultura
6;1007;edificación espacio patrimonial especialmente área rural enfrentar abandono debido falta incentivo conservación presión desarrollo económico;desarrollo
6;1008;modernización junto contaminación visual sonoro afectar negativamente conservación sitio;
6;1009;además transferencia competencia patrimonio gobierno autónomo descentralizado gad haber mostrar deficiencia gobierno local carecer herramienta personal capacitado recurso necesario gestión adecuado;gobierno, ciencia
6;1010;relación laboral observar condición precario actor cultural trabajar manera independiente carecer acceso seguridad social ingreso estable;seguridad, cultura
6;1011;falta financiamiento accesible apoyo estructurado industria creativo limitar crecimiento sostenibilidad;industria, industrias creativas, sostenibilidad
6;1012;ser esencial fortalecer articulación actor local nacional promover descentralización efectivo cultura generar oportunidad profesionalización financiamiento sector;cultura
6;1013;relación internacional sistema internacional atravesar cambio paradigma marcado debilitamiento multilateralismo reformulación orden liberal potencial recesión económico mundial consolidación nuevo liderazgo foco tensión global descollante peso específico china;cambio de paradigma
6;1014;distinto crisis transfronteriza pandemia covid haber profundizar efecto cambio nivel global regional acentuado penetración delincuencia organizado transnacional nuevo reto materia seguridad lucho corrupción defensa medio ambiente protección derechos humanos general cumplimiento objetivo desarrollo sostenible agenda organización naciones unidas;medio ambiente, ambiente, desarrollo sostenible, seguridad, derechos humanos, desarrollo, corrupción
6;1015;ecuador haber debilitar postura tradicionalmente coherente largo data observar principio sólido derecho internacional interés estatal;
6;1016;polémico conducción exterior haber derivar tensión internacional ocasionar desconfianza incertidumbre comunidad internacional menoscabar reputación país;
6;1017;imagen escaso credibilidad haber menguar capacidad negociación ecuador nivel bilateral multilateral haber incidir negativamente intención tomador decisión internacional fomentar inversión extranjero financiamiento externo comercio exterior agenda cooperación coherente seguridad desarrollo;seguridad, inversión, desarrollo, comercio
6;1018;seguridad riesgo amenaza contexto incremento exponencial crimen organizado transnacional requerir acción inversión fortalecer fuerza armadas policía nacional;seguridad, crimen organizado
6;1019;ecuador ser hoy territorio disputa amenaza convencional convencional;
6;1020;narcotráfico crimen organizado haber permear estructura justicia institucionalidad ecuatoriano;justicia, crimen organizado
6;1021;homicidio intencional presentar tendencia creciente año pasar homicidio cada;
6;1022;habitante año incrementar aproximadamente homicidio cada;
6;1023;habitante situar ecuador tres país latinoamericano violento junto venezuela hondura;
6;1024;mismo línea número robo extorsión presentar tendencia creciente;
6;1025;ejemplo registrar;
6;1026;robo ir año ser;
6;1027;robo ser decir poder terminar año incremento interanual igual forma delito extorsión ser presentar mayor crecimiento año alcanzar;
6;1028;denuncia;
6;1029;httpswww;
6;1030;hrw;
6;1031;orgesworldreportcountrychaptersecuador httpswww;
6;1032;fiscaliar;
6;1033;gob;
6;1034;ecanaliticacifrasderobir variable crítica dentro contexto inseguridad ser tráfico droga actividad ilícito estrechamente vinculado grupo delincuencia organizado gdo buscar permear institución estatal mantener operación ilícito acaparar mayor cantidad territorio;seguridad
6;1035;claro muestra incremento operación gdo ser cantidad tonelada droga incautado último año;
6;1036;haber claridad actual agenda internacional seguridad;seguridad
6;1037;organización derechos humanos señalar exceso preso creación perfil genético consentimiento uso excesivo fuerza parte fuerza orden efectuar detención;derechos humanos
6;1038;mientras ffaa ser institución reconocido fuerza seguridad mayoría ecuatoriano atribuir reducción homicidio bajo excepción presencia calle cárcel policía nacional atravesar nuevo crisis tras inobservancia línea sucesión mando principio vertebral institucionalidad;seguridad
6;1039;objetivo general restablecer orden seguridad ecuador mediante estrategia integral combinir lucha frontal delincuencia narcotráfico creación red apoyo social prevenir reclutamiento nuevo generación generación oportunidad económico sostenible comunidad vulnerable fin garantizar país seguro próspero;seguridad
6;1040;objetivo específico combatir manera decidido crimen organizado narcotráfico aplicar máximo peso ley fortalecer sistema inteligencia policía nacional fuerza armado modernizar equipo recurso seguridad garantizar eficacia operativo reducción índice criminalidad;seguridad, crimen organizado
6;1041;httpsoeco;
6;1042;padf;
6;1043;orgvisualizadordedatosdenunciasdedelitosgrav reforzar capacidad sistema judicial asegurar sanción penal ser estricto aplicar rapidez transparencia evitar impunidad restaurar confianza ciudadano institución seguridad justicia;justicia, seguridad, transparencia
6;1044;fortalecer red apoyo social mediante programa asistencia familia situación riesgo asegurar acceso servicio básico salud educación reducir causa llevar marginalización criminalidad;salud, educación
6;1045;promover generación empleo emprendimiento zona alto vulnerabilidad crear incentivo económico programa capacitación técnico permitir joven comunidad riesgo encontrar alternativa económico legítima sostenible;emprendimiento, empleo
6;1046;desarrollar proyecto infraestructura servicio fin dinamizar economía local mejorar calidad vida incrementar productividad riqueza país;infraestructura, economía
6;1047;solucionar problema energético país encaminar desarrollo proyecto eléctrico país necesitar intervención sector privado garantizar sostenibilidad tiempo;desarrollo, sostenibilidad
6;1048;aprovechar recurso natural país armonía ambiente máximo participación sociedad toma decisión rendición cuenta promover nuevo fuente empleo reforzar alejamiento juventud economía ilegal;ambiente, economía, empleo
6;1049;establecer agenda política exterior soberano pragmático permitir ecuador conectar él manera inteligente sistema internacional línea interés nacional originar derecho equilibrio institucional ser profundamente respetuoso valor democrático liberal;política
6;1050;plan trabajo plurianual propuesta ejecutar él mano duro política integral seguridad ecuador paz seguridad ciudadano justicia escuadrón pacificación crear nuevo unidad táctico conformado mejor elemento fuerza armadas policía nacional coordinación respectivo unidad inteligencia;justicia, política, seguridad ciudadana, seguridad
6;1051;cadena perpetuo proponer asamblea nacional reforma corresponder base principio fundamental derecho penal endurecer pena cometar delito violación asesinato secuestro tipo penal gravedad;
6;1052;endurecimiento pena juez corrupto proponer asamblea nacional reforma corresponder endurecer pena juez vinculado caso corrupción;corrupción
6;1053;vez articular acción necesario brindar garantía trabajo aquel juez probo enfrentar amenaza grupo delincuencia organizado;
6;1054;política seguridad enfoque género incorporar enfoque género agenda seguridad reconocer mujer enfrentar forma específico violencia violencia doméstico acoso sexual trata persona;política, seguridad
6;1055;fuerza seguridad justicia deber contar formación especializado atender caso violencia género proteger mujer manera efectivo;justicia, seguridad
6;1056;además deber fortalecer sistema prevención red apoyo mujer asegurar tener acceso refugio atención psicológico mecanismo garantizar protección situación riesgo;
6;1057;agenda nacional seguridad público implementar estrategia incluir política público reforma normativo prevención violencia delito regular acción integrado factor riesgo afectar población prevención violencia deserción escolar prevención rehabilitación consumo droga alcohol etc;política, seguridad
6;1059;sistema asistencia integral víctima delito desarrollar sistema atender víctima delincuencia priorizar haber sufrir violencia género violencia intrafamiliar;
6;1060;lucha corrupción coadyuvar depuración institución público construcción sólido sistema administración justicia sustentir independencia transparencia accesibilidad ciudadano;justicia, transparencia, accesibilidad, corrupción
6;1061;modernizar sistema penitenciario reducir hacinamiento manera técnico cooperación internacional específico tecnología punta;tecnología
6;1062;poder ceder control territorio cárcel nadie ser responsabilidad exclusivo;
6;1063;abordar especial urgencia fenómeno muerte violencia intracarcelario;
6;1064;rehabilitación social fortalecer política público sistema rehabilitación social enfoque derechos humanos;política, derechos humanos
6;1065;modernización contar apoyo cooperación internacional;
6;1066;fortalecimiento fuerza armado equipamiento tecnología invertir adecuar capacidad estratégico fuerza armado priorizar equipamiento requerido enfrentar nuevo amenaza terrorismo narcotráfico mineer ilegal;tecnología
6;1067;establecer alianza necesario socio internacional cualificado incorporar tecnología arte incluir implementación sistema ciberseguridad inteligencia vigilancia;tecnología, seguridad, ciberseguridad
6;1068;desarrollo fuerza armado promover desarrollo fuerza armadas fortalecimiento bajo dirección político claro respetuoso institucionalidad considerar amenaza tradicional tradicional situación riesgo preocupación contribución desarrollo seguridad país tiempo paz;política, desarrollo, seguridad
6;1069;misión fuerza armado proponer reforma recuperar misión fuerza armado contenido constitución;
6;1070;definición objetivo estratégico combatir firmeza dentro marco ordenamiento interno internacional delincuencia organizado transnacional grupo irregular armado narcotráfico delito conexo terrorismo manifestación piratería pesca ilegal declarado reglamentado ciberataqu;
6;1071;nuevo capacidad desarrollar capacidad específico afrontar riesgo degradación ambiental flujo migratorio irregular contaminación medio marino afectar soberanía;
6;1072;presencia internacional impulsar presencia fuerza armado operación paz ayudo humanitario ejercicio internacional actividad cooperación ser brazo crítico apoyo gestión externo;
6;1073;cooperación internacional retomar entrenamiento capacitación personal militar aliado internacional enfocado combatir narcotráfico delito asociado;
6;1074;fortalecimiento policía nacional modernización administrativo operativo policía nacional promover nuevo modelo gestión administrativo policía nacional enfocado nuevo amenaza enfrentar priorizar territorio mayor indicador violencia;
6;1075;inversión tecnología equipamiento priorizar inversión seguridad fortalecer capacidad operativo respuesta crimen organizado delincuencia común equipamiento base equipo protección logístico capacitación académico táctico sistema comunicación vigilancia;tecnología, seguridad, inversión, crimen organizado
6;1076;priorizar equipamiento unidad operación especial;
6;1077;uso progresivo fuerza impulsar reforma normativo salvaguardar trabajo profesional policía nacional uso progresivo fuerza combatir delincuencia;
6;1078;mano justo fortalecer inversión sector social atender necesidad urgente ecuatoriano salud público acceso integral salud primero infancia ejecutar acción garantizar niño especialmente aquel pueblo indígena afroecuatoriano montubio zona rural tener acceso sistema salud nacimiento;salud, salud pública, inversión
6;1079;incluir mejora infraestructura zona rural capacitación personal médico especializado implementación tecnología salud digital facilitar acceso;tecnología, infraestructura, salud
6;1080;cierre brecha urbanarural salud implementar plan intervención asegurar ciudadano zona rural tener mismo acceso servicio salud calidad aquel área urbano;salud
6;1081;incluir despliegue personal capacitado territorio desplazamiento brigadas móviles uso tecnología salud digital;tecnología, salud
6;1082;municipio saludable sostenible promover creación ciudad comunidad limpio seguro habitable mediante alianza estratégico ministerio desarrollo urbano viviendar gobierno autónomo descentralizado gads sector privado sociedad civil;gobierno, salud, desarrollo, vivienda
6;1083;estrategia nacional alimentación saludable promover estrategia integral educación alimentario nutricional garantizar accesibilidad alimento saludable;accesibilidad, salud, educación
6;1084;estrategia basar guía alimentario basada alimento gar ser implementar coordinación sector privado comunidad local;
6;1085;educación salud derecho reproductivo desarrollar programa educativo capacitir ciudadano cuidado salud personal enfoque educación sexual reproductivo;salud, educación
6;1086;garantizar acceso método anticonceptivo especialmente zona rural información necesario poder tomar decisión informado salud;salud
6;1087;implementación programa nacional vacunación avanzado ampliar acceso vacuna esencial proteger niño enfermedad neumococo rotavirus sarampión rubéola parotiditis;
6;1088;erradicación enfermedad infeccioso endémico implementar acción eliminar enfermedad malaria piar través enfoque control vectorial programa atención comunitario;
6;1089;reducción mortalidad prematuro enfermedad crónico proponer plan salud integral priorizar prevención detección temprano manejo eficiente enfermedad diabet hipertensión cáncer utilizar tecnología punta diagnóstico seguimiento oportuno;tecnología, salud
6;1090;salud mental prioridad nacional establecer programa apoyo prevención suicidio integrar servicio salud mental nivel atención énfasis educación;salud, educación
6;1091;integración medicina tradicional complementario reconocer promover uso práctica medicina tradicional ecuatoriano armonía avance científico ofrecer ciudadano opción diverso culturalmente pertinente atención médico;cultura
6;1092;fortalecimiento capacidad respuesta desastre invertir preparación sistema salud responder eficazmente emergencia desastre natural pandemia utilizar tecnología información análisis dato tiempo real;tecnología, salud, desastres naturales
6;1093;modelo atención integral comunitario familiar reorganizar recategorizar establecimiento salud asegurar cada rincón país especialmente área rural contar personal especializado hablar idioma local comprender particularidad cultural;salud, cultura
6;1094;cobertura total servicio esencial primero nivel garantizar unidad salud primario ofrecer paquete completo servicio esencial priorizar atención madre gestant niño menor año;salud
6;1095;transformación digital integral sistema salud modernizar sistema salud implementación historia clínico electrónico único interoperable país;salud
6;1096;introducir tecnología avanzado mejorar gestión clínico toma decisión basándono dato evidencia científico;tecnología
6;1097;modelo gestión resultado implementar modelo gestión priorizar resultado primero nivel atención hospital estándar calidad definido;
6;1098;fomento innovación investigación salud destinar parte presupuesto salud investigación innovación salud desarrollar nuevo solución mejorar calidad vida ecuatoriano luchar desnutrición crónico infantil atención integral salud implementar estrategia garantizar acceso servicio salud maternoinfantil asegurar madre gestant infante recir bien servicio calidad forma oportuno completo priorizar grupo vulnerable;salud, innovación
6;1099;incluir suplemento micronutrient vacuna control niño sano embarazo;
6;1100;monitoreo prevención fortalecer sistema monitoreo centro salud centro desarrollo infantil identificar manera temprano población riesgo desnutrición crónico infantil garantizar intervención oportuno;salud, desarrollo
6;1101;seguridad alimentario apoyo producción familiar promover producción consumo alimento nutritivo nivel local mediante apoyo ganadería agricultura familiar campesino través capacitación acompañamientir productor;agricultura, seguridad, cultura
6;1102;desarrollar plan intervención focalizado priorizar población vulnerable mejorar acceso disponibilidad alimento nutritivo programa educación nutricional monitoreo nutricional niño zona vulnerable;educación
6;1103;práctica vida saludable desarrollar campaña educativo fomentar práctica vida saludable dirigido madre padr cuidador enfoque zona rural grupo vulnerable;salud
6;1104;incorporar programa escuela centro comunitario enfatizar principio alimentación saludable incluir cultivo alimento entorno local identificación factor riesgo visualizar determinant social dci;salud
6;1105;integración intersectorial articular ministerio salud educación inclusión económico social agricultura agua registro civil social etc;agricultura, salud, cultura, educación
6;1106;garantizar implementación política dci alineado ejecutir manera coordinado;política
6;1107;presupuesto resultado adoptar mecanismo asignación recurso vinculado resultado entrega bien servicio dirigido embarazada niño menor año priorizar aquel territorio mayor vulnerabilidad permitir seguimiento financiamiento política público así transparencia gestión;política, transparencia
6;1108;alianza público privado fomentar alianza sector privado implementar proyecto seguridad alimentario acceso práctica vida saludable zona vulnerable;seguridad, salud
6;1109;vinculación gobierno autónomo descentralizado promover reforma legislativo permitir municipio recibir mayor asignación presupuestaria si cumplir meta gad prevención dci;gobierno
6;1110;agua potable saneamiento incrementar inversión infraestructura agua saneamiento básico territorio vulnerable medida prevenir enfermedad contribuir desnutrición crónico infantil;infraestructura, inversión
6;1111;articular mecanismo impulso fortalecer trabajo junta agua;
6;1112;educación básico proponer reforma curricular enfocado siguiente eje currículo basado competencia priorizar desarrollo competencia allá conocimiento tradicional especial atención habilidad estudiante poder aplicar contexto real resolución problema pensamiento crítico trabajo colaborativo;desarrollo, educación
6;1113;adicionalmente deber integrar enseñanza valor responsabilidad individual respeto derechos humanos nivel educativo;derechos humanos
6;1114;énfasis aprendizaje fundamental impulsar estudiante dominir habilidad básico lectura escritura matemático edad temprano requisito fundamental éxito etapa educativo superior;
6;1115;tecnología información comunicación tic integrar herramienta digital aula digital multipropósito dotar gratuitamente estudiante tablet mejorar enseñanza;tecnología
6;1116;reforma bachillerato técnico actualizar contenido enfoque bachillerato técnico estudiante adqueír habilidad alineado demanda mercado laboral desarrollo proyecto emprendimiento;emprendimiento, desarrollo
6;1117;inclusión educativo garantizar inclusión estudiante necesidad especial diverso etnia asegurar currículo ser flexible adapte diferente contexto cultural social;cultura
6;1118;evaluación continuo establecer prueba censal evaluar regularmente avance nuevo currículo impacto aprendizaje estudiante permitir ajuste según necesidad local;
6;1119;evaluación internacional implementar prueba evaluación internacional pís permitir identificar debilidad sistema educativo;
6;1120;plan nacional agua escuela ejecutar estrategia dotar agua potable saneamiento;
6;1121;escuela país actualmente contar fuente agua seguro priorizar aquel área rural difícil acceso;
6;1122;rehabilitación infraestructura dañado ejecutar intervención integral reparar infraestructura educativo afectado último invierno priorizar reparación techos sistema saneamiento paredes piso fin asegurar condición óptimo enseñanza aprendizaje escuela;infraestructura
6;1123;proyecto nuevo diseño arquitectónico implementar nuevo tipología arquitectónico incluir diseño eficiente sostenible adaptado condición climático cultural cada región país;cultura
6;1124;dotación mobiliario equipamiento entregar nuevo mobiliario equipamiento escuela requeír;
6;1125;incluir pupitre pizarra escritorio maestro equipo tecnológico computadora proyector;
6;1126;aula digital aumentar número aula digital equipado tecnología punta incluir equipo computación software educativo conectividad internet facilitar enseñanza digital aprendizaje basado tecnología información;tecnología
6;1127;conectividad dotar internet institución educativo sistema público año gobierno;gobierno
6;1128;alianza sector privado involucrar sociedad civil sector privado donación material educativo equipamiento mejora infraestructura escuela;infraestructura
6;1129;incrementar matrícula promover brigada territorial provincia mayor deserción escolar buscar motivar alumno haber abandonar escuela;
6;1130;nivelación aceleración pedagógico atender estudiante condición rezago metodología poder avanzar grado año lectivo nivelar educación;educación
6;1131;jornada extendido promover jornada educativo extendido aprovechar mejor manera infraestructura educativo complementar enseñanza diario clase adicional actividad extracurricular relacionado arte cultura;infraestructura, cultura
6;1132;departamento consejería estudiantil decir fortalecer decir redefineir modelo acompañamiento socioemocional psicosocial privilegie acompañamiento bienestar integral convivencia escolar;
6;1133;garantizar cada decir contar psicólogo necesario recir remuneración justo;
6;1134;rehabilitación reapertura escuela rural diseñar estrategia reabrir menos;
6;1135;escuela rural año gobierno priorizar aquel comunidad alejado difícil acceso garantizar presupuesto necesario infraestructura encontrar óptimo;gobierno, infraestructura
6;1136;escuela centro comunidad potenciar vinculación institución educativo comunidad permitir familia sociedad civil participar activamente proceso educativo promover corresponsabilidad empoderamiento local;
6;1137;libertad preservar compartir cultura fomentar política permitir comunidad indígena afroecuatoriana preservar enseñar lengua cultura asegurar pleno integración tejido social económico país;política, cultura
6;1138;diversidad fuente riqueza apoyar educación intercultural bilingüe respetar promover diversidad cultural lingüístico ecuador;cultura, educación
6;1139;cada pueblo nacionalidad tener lugar visión ecuador unido libre;
6;1140;docente empoderado valorizar actualizar plan nacional formación continuo docente visión fase diagnóstico reflexión planificación ejecución evaluación;
6;1141;reducción carga administrativo optimizar proceso administrativo ministerio mayoría tiempo docente ser dedicar enseñanza trámite administrativo;
6;1142;evaluación docente implementar sistema evaluación docente incluir incentivo económico desempeño ascenso basado rendimiento experiencia;
6;1143;libertad innovar educación promover innovación enseñanza permitir docente diseñen adaptar metodología según necesidad local estudiante autonomía eficiencia educación elaborar implementar nuevo estatuto ministerio educación fomentar descentralización desconcentración educativo otorgar mayor autonomía zona rural gestionar currículo acuerdo realidad aumentar presupuesto;ciencia, innovación, educación
6;1144;actualizar estatuto orgánico gestión organizacional proceso estructura orgánico adapte necesidad territorio;
6;1145;educación superior educación superior desarrollo nacional impulsar oferta académico respondar demanda mercado laboral prioridad estratégico nacional;educación superior, desarrollo, educación
6;1146;vincular sector productivo nacional academia objetivo lograr empleabilidad estudiante;
6;1147;educación flexible accesible promover modalidad estudio flexible educación línea semipresencial formación dual asegurar ciudadano cualquiera parte país poder acceder educación superior barrera geográfico tiempo;educación superior, educación en línea, educación
6;1148;educación intercultural descentralizado fomentar oferta académico inclusivo regionalmente equitativo especial atención comunidad rural indígena asegurar institución educación superior llegar región país respeten diversidad cultural;educación superior, cultura, educación
6;1149;aseguramiento calidad educativo fortalecer mecanismo evaluación acreditación programa educativo asegurar estudiante recibir educación calidad institución cumplir alto estándar internacional nacional;educación
6;1150;ampliación beca financiamiento estudiantil incrementar número cobertura beca nacional internacional fortalecer programa financiamiento;
6;1151;garantizar joven escaso recurso tener oportunidad necesario acceder completar formación superior;
6;1152;beca arma daremos beca sistema educación superior hijo haber incurrir actividad delictivo decidir entregar arma manifiesta intención reincidir reintegrar él sociedad;educación superior, educación
6;1153;fomento movilidad académico impulsar movilidad estudiantil dentro ecuador nivel internacional facilitar intercambio académico permitir estudiante enriquecer experiencia formativo;movilidad
6;1154;reducción deserción estudiantil establecer programa apoyo académico psicológico ayudar estudiante continuar estudio evitar abandono;
6;1155;educación inclusivo diverso promover política asegurar igualdad oportunidad educación superior estudiante importar género etnia condición económico;igualdad, política, educación, educación superior
6;1156;prestar especial atención inclusión estudiante sector rural comunidad indígena afroecuatoriana montubia persona discapacidad;
6;1157;equilibrio enseñanza investigación contribución social incentivar docente participar activamente investigación vinculación sociedad además labor enseñanza promover profesor contribuir desarrollo científico social país;desarrollo
6;1158;programa actualización profesional promover programa actualización profesional continuo profesor poder mejorar habilidad ofrecer enseñanza acorde demanda siglo xxi adaptar él cambio tecnológico pedagógico;
6;1159;formación técnico respondar necesidad país reformar malla curricular instituto público país adaptándola vanguardia necesitar sector productivo;
6;1160;fomentar alianza estudiante poder realizar práctica profesional facilitar inserción inmediato mercado trabajo;
6;1161;equipamiento moderno práctico ejecutar diagnóstico infraestructura instituto público país corregir necesidad urgente priorizar equipamiento laboratorio;infraestructura
6;1162;fomento orgullo prestigio educación técnico lanzar campaña nacional promover carrera técnico tecnológico juventud posicionar él opción profesional respetado viable clave futuro ecuador;educación
6;1163;impulso investigación científico tecnológico fortalecer programa investigación área estratégico desarrollo país promover universidad instituto técnico convertir motor innovación generador solución desafío nacional;desarrollo, innovación
6;1164;alianza investigación sector productivo impulsar colaboración universidad sector privado asegurar investigación tener impacto directo desarrollo económico industrial mediante creación solución innovadora responder necesidad país;industria, desarrollo
6;1165;tecnología vanguardia educación invertir equipamiento tecnológico último generación institución público educación superior proporcionar acceso internet alto velocidad laboratorio tecnológico plataforma digital estudiante docente poder desarrollar actividad manera eficiente;educación superior, tecnología, educación
6;1166;fortalecimiento educación virtual modernizar plataforma virtual fortalecer educación distancia semipresencial garantizar estudiante independientemente ubicación poder acceder contenido calidad participar entorno digital interactivo;educación
6;1167;descentralización infraestructura priorizar inversión infraestructura región alejado rural país asegurar institución provincia contar mismo oportunidad cuanto instalación recurso reducir brecha regional;infraestructura, inversión
6;1168;viviendar acceso vivienda interés social vis vivienda subsidiado ampliar subsidio total parcial construcción vivienda terreno propio beneficiario terreno urbanizado;vivienda
6;1169;subsidio destinado persona situación pobreza jefatura femenino hogar comunidad rural;pobreza
6;1170;producción social hábitat fomentar participación activo comunidad construcción vivienda subsidiada;vivienda
6;1171;priorizar uso material mano obra local fomentar generación empleo comunidad;empleo
6;1172;además mediante acompañamiento técnico local vincular familia desarrollo proyecto productivo comunitario;desarrollo
6;1173;acceso vivienda interés público vip acceso crédito fortalecer acceso crédito hipotecario tasa interés preferencial mediante alianza sistema bancario cooperativa ahorro crédito;vivienda
6;1174;promover subsidio parcial complementar capacidad pago familia beneficiario requeír;
6;1175;desarrollo infraestructura incentivar participación promotor privado construcción vip través reducción carga tributario simplificación trámite;infraestructura, desarrollo
6;1176;gobierno trabajar identificación terreno apto construcción vip mediante regeneración zona subutilizada expansión controlado nuevo área residencial;gobierno
6;1177;mejoramiento vivienda desarrollar programa familia poder reparar ampliar adecuar vivienda;vivienda
6;1178;mejora orientado resolver problema estructural optimizar espacio interior asegurar vivienda contar acceso servicio básico agua potable electricidad saneamiento adecuado;vivienda
6;1179;acceso servicio básico esencial cooperar gad s municipal fomentar provisión sistema agua potable alcantarillado energía eléctrico red transporte público área urbano rural;energía, transporte
6;1180;enfoque garantizar vivienda solo mejorar internamente sino conectado entorno saludable funcional;salud, vivienda
6;1181;regularización predio rural ejecutar proceso titulación masivo acelerado regularizar asentamiento priorizar familia situación vulnerabilidad;
6;1182;proceso acompañado programa desarrollo comunitario involucrir residente mejora barrio vivienda promover cohesión social fortalecimiento identidad local;desarrollo, vivienda
6;1183;título propiedad adjudicar título propiedad proyecto vivienda interés social construido administración anterior permitir beneficiario obtener titularidad oficial vivienda;vivienda
6;1184;poner especial énfasis integración servicio público esencial área regularizada agua potable alcantarillado electricidad vía acceso;servicios públicos
6;1185;planificación ordenamiento territorial trabajar mano gad municipal elaborar política apoyar crear ciudad compacta eficiente optimizar uso suelo promover crecimiento ordenado;política
6;1186;gestión riesgo promover reubicación familia actualmente vivir área alto riesgo garantizar nuevo vivienda entorno seguro sostenible;vivienda
6;1187;sostenibilidad ambiental implementaremo práctica construcción sostenible utilizar material bajo impacto ambiental promuevan eficiencia energético;ciencia, sostenibilidad
6;1188;mujer derechos humanos inversión social perspectiva género promover política asegurar equidad género acceso salud educación programa social;salud, política, derechos humanos, inversión, educación
6;1189;mujer especialmente zona rural deber tener acceso servicio salud sexual reproductivo deber implementar programa educación promover igualdad oportunidad;igualdad, salud, educación
6;1190;ser necesario garantizar política empleo asistencia social considerar carga remunerado enfrentar mujer promover distribución equitativo trabajo doméstico cuidado través programa apoyo servicio público accesibl;política, servicios públicos, empleo
6;1191;liderazgo ministerio mujer ddhh actualizar plan nacional prevenir erradicar violencia mujer tomar cuenta criterio institución formar parte sistema nacional prevención erradicación violencia mujer;
6;1192;uso presupuesto junto ministerio economía finanza impulsar reporte periódico gasto acuerdo clasificador gasto vinculado igualdad género permitir evidenciar si haber planificar ejecutar presupuesto necesario cumplir obligación demandar ley prevención erradicación violencia mujer;economía, finanzas, igualdad, igualdad de género
6;1193;registro único violencia fortalecer registro contar dato actualizado permitir diseño implementación evaluación nuevo iniciativa dirigido erradicación violencia mujer;
6;1194;prevención violencia género diseñar campaña nacional prevención violencia mujer espacio público privado ser difundir diferente medio comunicación;
6;1195;deber crear noción desaprobación parte sociedad cualquiera comportamiento evidenciar acto violento mujer niña;
6;1196;implementar programa educativo derecho vida libre violencia corresponsabilidad tarea cuidado crianza hija hijo;
6;1197;taller sensibilización diseñar implementar taller sensibilización agresor articular iniciativa organización facilitar rehabilitación persona adicta alcohol droga;
6;1198;atención víctima violencia género garantizar recurso necesario firma convenio cooperación casa acogida centro atención integral;
6;1199;aprobar norma técnico regulación control funcionamiento casa acogida centro atención integral;
6;1200;atención víctima trata persona crear modelo atención extramural victima adulto trata persona;
6;1201;firmar convenio cooperación establecimiento casa acogida especializado atención mujer adulto víctima tratar;
6;1202;centro violetar construir nuevo centro violeta santa cruz azogu huaquilla guaranda salinas babahoyo;
6;1203;repotenciar servicio protección integral convertir él centro violetar;
6;1204;empoderamiento económico desarrollar proyecto inversión generar capacidad técnico administrativo modelo negocio iniciativa propio mujer población lgtbi coordinación ieps conafips cámara producción industria deporte renovación generacional fomentar renovación atleta alto rendimiento;deporte, industria, inversión
6;1205;identificar acompañar joven talento proyección hacia alto nivel competitivo;
6;1206;lograr implementar programa acompañamiento coordinado federación deportivo provincial nacional fin formar base sólido atleta representar ecuador evento juego olímpico ángel;
6;1207;desarrollo integral deportista asegurar provisión servicio médico psicológico fisioterapéutico nutricional además suplemento ergogénico medicamento;desarrollo
6;1208;garantizar acompañamiento psicológico fase carrera deportivo preparación competencia transición retiro;
6;1209;atención médico virtual establecer alianza sector privado asegurar atención médico cualquiera parte mundo;
6;1210;apoyo académico profesional establecer alianza universidad local extranjero garantizar beca deportista élite;
6;1211;desarrollar junto academio programa formación académico especializado curso capacitación área administración finanza marketing digital;finanzas
6;1212;ecosistema alto rendimiento consolidar estructura organizativo sólido bien coordinado incluir actor relevante deporte alto rendimiento;deporte
6;1213;objetivo ser atleta ser centro ecosistema respaldado red apoyo bien articulado;
6;1214;ministerio deporte rector sistema deportivo encargado coordinar resto actor ecosistema;deporte
6;1215;comité olímpico ecuatoriano comité paralímpico ecuatoriano entidad clave formación representación atleta evento internacional;
6;1216;federación deportivo organización supervisar apoyar formación desarrollo atleta etapa temprano alto rendimiento;desarrollo
6;1217;academio institución educativo proporcionar formación académico profesional atleta contribuir desarrollo integral;desarrollo
