ID;Oracion_ID;Oracion;Temas Clave;Partido;CandidatoPresidente;CandidatoVicePresidente;ListaPolitica
6;117;empleo pleno;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;121;empleo remunerado;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;123;empleo clasificado;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;125;desempleo;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;127;población económicamente activo;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;131;fuente encuesta nacional empleo desempleo subempleo enemdu junio;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;132;finalmente sector informal dominar mercado laboral representar;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;133;empleo total prevalencia aún mayor área rural;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;134;frente urbana;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;136;informalidad afectar manera similar hombre mujer aunque último ver ligeramente afectado tasa;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;137;frente;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;138;hombre;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;139;sector empleado frecuencia porcentaje sector formal;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;141;sector informal;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;143;empleo doméstico;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;144;clasificado sector;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;145;total;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;147;fuente encuesta nacional empleo desempleo subempleo enemdu junio;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;148;tras pandemia ecuador haber poder recuperar nivel empleo adecuado pesar existir modalidad contratación vigente;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;149;tan solo cada persona tener empleo adecuado último año empleo pleno nunca haber superar demostrar país sufrir problema estructural área además falta evidente flexibilidad laboral;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;150;fuente instituto ecuatoriano estadística censo crítico situación laboral ecuador confirmar nivel subempleo empleo pleno julio alcanzar respectivamente;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;151;fuente instituto ecuatoriano estadística censo elaboración autor ser importante señalar además composición laboral ecuador ser país menor productividad hora trabajador producir hora ubicándono así puesto país palabra escaso productividad laboral sumado entorno amigable creación empleo causar creación riqueza estancar;empleo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;152;indicador ser complementario entender variable pobreza pobreza extremo si bien presentar reducción inicio pandemia lograr ubicar él nivel bajo comparación último año;pobreza;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;153;httpsilostat;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;154;ilo;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;155;orgestopicslabourproductivity fuente instituto ecuatoriano estadística censo elaboración autor fuente instituto ecuatoriano estadística censo elaboración autor ser necesario generar condición permitir desarrollo mercado laboral reducir pobreza forma sostenido;pobreza, desarrollo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;156;asimismo reducción pobreza pobreza extremo complementar índice desnutrición crónico infantil menor año;pobreza;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;157;recesión acuerdo informe cuenta nacional trimestral banco central ecuador primero trimestre producto interno bruto pib ecuador registrar crecimiento;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;158;respecto mismo periodo año anterior;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;159;avance explicar principalmente caída;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;160;importación aumento inventario;importaciones;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;161;obstante componente clave pib mostrar contracción interanual gasto público;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;162;exportación;exportaciones;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;163;consumo hogar;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;164;formación bruto capital fijo;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;166;reducción importación reflejar menor demanda producto refinado petróleo vehículo equipo transporte;importaciones, transporte;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;167;consumo hogar ver limitado contracción demanda servicio comercial transporte;transporte;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;168;vez disminución gasto gubernamental deber principalmente reducción servicio administrativo mientras exportación ver afectado caída venta camarón procesado exterior;exportaciones;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;169;nivel sectorial solo sector económico mostrar desempeño positivo;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;170;destacado encontrar suministro electricidad agua;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;171;pesca acuicultura;cultura;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;172;explotación mina cantera;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;173;actividad profesional técnico;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;174;inmobiliaria;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;176;adicionalmente acuerdo reporte perspectiva económico mundial región américa latino caribe junio fondo monetario internacional fmi anticipar crecimiento américa latino caribe desacelerar;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;178;ecuador fmi establecer proyección crecimiento ser economía región menos crecer;economía;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;179;fuente banco central ecuador variable demostrar urgencia económico vivir país ser pib per cápita;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;180;ritmo crecimiento indicador superar crecimiento poblacional inflación;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;181;claramente crecimiento pib per cápita ser suficiente generar bienestar familia ecuatoriano;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;182;fuente banco central ecuador indicador mostrar recuperación post pandemia ser venta generado economía ecuatoriano;economía;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;183;venta recuperar superar nivel pre pandemiar embargo final mes junio producir decrecimiento venta interanual dicho mes ratificar cifra presentado anteriormente;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;184;fuente servicio renta interno financiamiento fiscal impuestos petróleo deuda ecuador enfrentar desafío recaudación ejecución eficiente gasto especial presión servicio deuda bajo inversión público poder limitar crecimiento mediano plazo;inversión;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;185;análisis finanza público ecuador reflejar varios aspecto clave;finanzas;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;186;término ingreso agosto percibir millón;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;187;cuanto gasto egreso personal constituir mayor rubro millón pagado agosto;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;188;embargo gasto inversión especialmente obra público bien largo duración mostrar bajo nivel ejecución limitar impacto proyecto infraestructura;infraestructura, inversión;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;189;además amortización deuda público representar egreso significativo alcanzar millón;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;190;ecuador enfrentar situación fiscal delicado necesidad cerca millón dólares amortización millón adicional cubrir déficit;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;191;aunque reciente reforma tributario haber ayudar reducir déficit gasto corriente proporcionar recurso suficiente cumplir compromiso seguridad;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;192;ingreso petrolero caer drásticamente millón solo millón país enfrentar difícil decisión aumentar impuesto reducir gasto evitar retraso financiero;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;193;actual finanza público ecuador afectar directamente vida ciudadano;finanzas;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;194;déficit creciente atraso pago alcanzar millón dólares gobierno enfrentar dificultad mantener servicio esencial;gobierno;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;195;falta recurso suficiente cubrir gasto seguridad salud educación creer incertidumbre;seguridad, salud, educación;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;196;además caída ingreso petrolero sumado necesidad mayor impuesto recorte gasto público poder generar mayor costo vida afectar aún bienestar familia ecuatoriano;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;197;ingreso inicial codificado devengado percibido impuesto;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;201;tasa contribución;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;205;venta bien servicio ingreso operativo entidad sector público renta inversión multa transferencia donación corriente;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;209;ingreso venta activo financiero recuperación inversión recurso público transferencia donación capital inversión;inversión;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;211;financiamiento público;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;215;saldo disponible cuenta pendiente cobrar total;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;219;gasto inicial codificado devengado percibido egreso personal;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;223;bien servicio consumo;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;225;egreso financiero;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;229;egreso corriente transferencia donación corriente;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;233;egreso personal inversión bien servicio inversión obra público egreso inversión transferencia donación inversión bien largo duración propiedad planto;inversión;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;234;equipo inversión financiero transferencia donación capital;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;238;amortización deuda público;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;242;pasivo;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;244;total;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;248;fuente ministerio economía finanza;economía, finanzas;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;249;ejecución presupuestario consolidado grupo;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;250;millón dólares;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;251;subsidio acuerdo ministerio economía finanza ecuador subsidio tener peso significativo economía presupuesto general;economía, finanzas;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;252;subsidio alcanzar total millón representar;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;253;pib proforma presupuestario;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;254;subsidio incluir transferencia seguridad social combustibles desarrollo social agrícola;seguridad, desarrollo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;255;subsidio combustible alcanzar;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;256;total ser relevante afectado congelación precio gasolina extra ecopaís diésel;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;257;seguridad social ser componente pesar dentro esquema subsidio representar;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;258;transferencia dirigido instituto ecuatoriano seguridad social iess issfa isspol;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;259;gasto buscar cubrir pensión prestación jubilación aunque tener dificultad cumplir obligación debido falta capacidad financiero;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;260;lado subsidio desarrollo social incluir bono desarrollo humano pensión adulto mayor persona discapacidad ayuda social sumar;desarrollo;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;261;total;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;262;programa tener impacto directo vida persona vulnerable proporcionar alivio financiero asistencia situación pobreza marginalidad;pobreza;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;263;desarrollo agrícola urbano recibir pequeño porción subsidio dirigido proyecto agropecuario vivienda interés social aunque representar menos total;desarrollo, vivienda;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;264;subsidio buscar apoyar sector clave impacto ser limitar falta recurso suficiente;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;265;pesar importancia economía subsidio presentar desafío largo plazo sostenibilidad fiscal;economía, sostenibilidad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;266;ser posible cubrir totalidad costo asociado servicio subvencionar electricidad agua combustible;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;267;si reducir gasto subsidio buscar nuevo fuente financiamiento poder enfrentar problema mantener provisión servicio esencial afectar aún sector vulnerable población seguridad social sistema seguridad social ecuador atravesar profundo crisis afectar cobertura sostenibilidad largo plazo;seguridad, sostenibilidad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;268;acuerdo dato instituto nacional estadística censo población aportar seguridad social ser mujer perjudicado falta cobertura;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;269;situación ser particularmente grave provincia guaya pichinchaber manabí junto concentrar población afiliado;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;270;falta cobertura manifestar fuertemente joven mitad persona aporte tener menos año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;271;persona aportant seguridad social provincia hombre mujer total iess seguro general iess seguro voluntario iess seguro campesino seguro issfa seguro isspol aportar ser jubiladao iess issfa isspol aportar ignorar total fuente instituto nacional estadística censo;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;272;censo población vivienda;vivienda;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;273;persona aportant seguridad social grupo edad grupo edad frecuencio porcentaje quinquenal año;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;274;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;276;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;278;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;279;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;280;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;281;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;282;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;283;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;284;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;285;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;286;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;287;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;288;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;289;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;290;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;291;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;292;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;293;año;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;294;total;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;296;sistema ser aún precario sector económico clave;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;297;comercio agricultura emplear gran parte población mostrar nivel alarmantemente alto concentración afiliación;agricultura, cultura, comercio;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;299;trabajador sistema seguridad social;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;300;falta cobertura solo afectar posibilidad acceder pensión futuro sino acceso servicio salud agravar vulnerabilidad trabajador especialmente sector rural;salud;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;301;persona aportant seguridad social rama actividad ramar actividad nivel frecuencia porcentaje comercio mayor menor reparación vehículo automotor;seguridad, comercio;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;302;motocicleta agriculturo ganadeer silvicultura pesca;agricultura, cultura;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;303;industria manufacturero;industria;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;304;construcción;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;305;actividad alojamiento servicio comida;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;306;transporte almacenamiento;transporte;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;307;actividad servicio;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;308;actividad hogar empleador;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;309;ignorar;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;310;actividad servicio administrativo apoyo;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;311;actividad profesional científico técnico;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;312;actividad atención salud humano asistencia social;salud;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;313;enseñanza;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;314;información comunicación;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;315;art entretenimiento recreación;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;316;explotación mina cantera;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;317;actividad inmobiliario;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;318;actividad financiero seguro;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;319;distribución agua alcantarillado gestión desecho actividad;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;320;saneamiento administración público defensa plan seguridad social afiliación;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;321;obligatorio suministro electricidad gas vapor aire acondicionado;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;322;actividad organización órgano extraterritorial total;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;324;ecuador mayor parte población afiliado seguridad social concentrar tres provincia principal guaya pichinchaber manabí conjunto representar persona cubierto;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;325;guayas liderar afiliado seguir pichincha manabí;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;326;provincia río azuay oro presentar proporción considerable afiliación evidenciar brecha significativo cobertura sistema seguridad social nivel nacional persona aportant seguridad social provincia provincia frecuencio porcentaje guayas;seguridad;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;328;pichinchaber;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;330;manabí;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;331;río;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;332;azuay;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;333;oro;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;334;tungurahua;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
6;335;esmeralda;;MOVIMIENTO CREO, CREANDO OPORTUNIDADES;FRANCESCO TABACCHI;BLANCA SACANCELA;21
